"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1960",88.452975,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1961",91.890271,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1962",95.013703,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1963",100.648641,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1964",105.98825,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1965",111.966478,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1966",116.622786,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1967",123.211719,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1968",130.180857,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1969",136.437256,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1970",141.63672,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1971",143.364803,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1972",148.422047,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1973",157.734249,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1974",172.549574,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1975",179.467397,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1976",181.886685,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1977",195.919366,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1978",191.090637,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1979",197.378887,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1980",206.729609,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1981",207.361561,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1982",213.666649,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1983",201.759512,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1984",208.045087,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1985",220.128059,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1986",221.505411,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1987",231.814091,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1988",240.802247,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1989",254.272935,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1990",259.697211,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1991",261.037229,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1992",265.056312,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1993",268.97012,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1994",274.914397,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1995",285.324094,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1996",295.801549,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1997",303.09665,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1998",323.746128,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","1999",328.805245,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2000",334.645123,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2001",340.982482,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2002",348.962582,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2003",347.969551,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2004",361.328033,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2005",365.515118,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2006",370.839121,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2007",381.067827,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2008",384.311003,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2009",391.081821,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2010",383.618673,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2011",382.107665,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2012",381.713911,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2013",375.785446,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2014",367.025776,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2015",373.846773,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2016",381.878629,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2017",384.583857,
"AUS","AIREMISSION","CO2","MLN_TONNE","A","2018",382.872279,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1960",30.403347,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1961",30.64587,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1962",33.38669,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1963",36.864641,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1964",37.67806,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1965",36.766062,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1966",37.043061,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1967",37.780855,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1968",40.471508,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1969",42.957319,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1970",46.469828,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1971",48.607013,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1972",50.407481,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1973",53.809202,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1974",51.134609,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1975",49.488796,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1976",53.948382,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1977",51.327818,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1978",53.665985,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1979",55.916144,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1980",54.355279,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1981",51.554551,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1982",49.777713,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1983",49.400116,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1984",50.970218,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1985",52.649019,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1986",51.640992,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1987",52.387548,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1988",50.340348,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1989",50.396354,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1990",56.239523,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1991",60.41507,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1992",55.559835,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1993",55.768797,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1994",56.183019,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1995",59.549049,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1996",63.265768,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1997",62.456823,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1998",63.070928,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1999",61.44494,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2000",61.820269,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2001",66.191275,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2002",67.631905,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2003",72.707588,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2004",74.005823,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2005",74.764026,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2006",72.355239,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2007",69.327062,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2008",68.802565,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2009",62.922944,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2010",68.571165,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2011",67.012232,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2012",63.894994,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2013",64.646984,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2014",61.116222,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2015",62.22117,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2016",62.048731,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2017",64.872394,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2018",62.150666,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1960",87.611104,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1961",87.712353,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1962",95.073646,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1963",105.71625,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1964",103.804846,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1965",106.247751,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1966",102.058964,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1967",102.299235,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1968",112.347145,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1969",117.12465,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1970",120.717948,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1971",117.980409,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1972",127.971686,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1973",133.081563,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1974",130.928862,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1975",115.556917,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1976",124.648283,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1977",123.416566,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1978",128.767615,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1979",132.333205,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1980",125.549715,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1981",115.083487,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1982",108.702242,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1983",99.939941,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1984",101.884815,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1985",100.991897,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1986",101.276348,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1987",101.340339,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1988",103.036148,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1989",104.379202,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1990",106.488647,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1991",111.080073,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1992",109.240269,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1993",107.026349,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1994",111.722421,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1995",111.313683,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1996",116.439404,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1997",113.472717,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1998",116.237806,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1999",112.401484,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2000",114.004607,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2001",115.382773,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2002",107.857199,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2003",112.569091,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2004",111.185727,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2005",107.676772,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2006",105.533637,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2007",101.500283,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2008",103.901054,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2009",96.871149,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2010",103.890892,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2011",92.80816,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2012",92.315416,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2013",93.571738,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2014",87.359109,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2015",92.789797,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2016",91.932287,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2017",90.368188,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","2018",89.989709,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1960",186.9154,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1961",191.432793,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1962",204.379093,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1963",217.08856,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1964",232.370344,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1965",249.900563,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1966",260.811324,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1967",276.094714,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1968",296.555386,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1969",309.32352,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1970",332.071507,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1971",340.230956,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1972",357.909211,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1973",375.653582,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1974",385.344416,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1975",377.105855,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1976",389.220686,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1977",401.597004,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1978",403.135725,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1979",417.3144,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1980",422.262325,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1981",402.774749,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1982",385.66748,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1983",379.044855,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1984",394.376071,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1985",393.880167,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1986",385.751236,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1987",396.623973,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1988",426.681216,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1989",442.250267,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1990",419.599327,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1991",413.07562,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1992",425.828761,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1993",423.272552,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1994",438.478894,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1995",448.985855,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1996",462.901198,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1997",478.528769,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1998",484.686159,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","1999",494.760399,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2000",516.259229,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2001",508.578571,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2002",514.445172,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2003",534.262322,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2004",526.180994,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2005",540.431495,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2006",531.138638,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2007",561.893801,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2008",541.874075,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2009",514.415405,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2010",528.618581,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2011",541.160841,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2012",539.740483,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2013",549.640805,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2014",555.469386,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2015",557.660685,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2016",548.095275,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2017",547.798641,
"CAN","AIREMISSION","CO2","MLN_TONNE","A","2018",573.054152,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1960",,"L"
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1961",,"L"
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1962",,"L"
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1963",,"L"
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1964",,"L"
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1965",,"L"
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1966",,"L"
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1967",,"L"
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1968",,"L"
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1969",,"L"
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1970",,"L"
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1971",153.472803,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1972",152.415259,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1973",149.353694,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1974",148.492885,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1975",154.982193,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1976",159.828856,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1977",169.335137,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1978",165.308103,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1979",174.865251,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1980",167.969147,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1981",168.595288,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1982",171.257307,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1983",172.464159,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1984",175.139297,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1985",175.254229,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1986",175.249367,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1987",176.287479,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1988",172.840757,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1989",165.297689,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1990",150.20313,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1991",136.901718,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1992",131.672672,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1993",128.787162,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1994",122.499166,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1995",123.17479,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1996",124.62453,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1997",122.708428,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1998",116.852822,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","1999",109.982816,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2000",121.230494,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2001",121.092364,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2002",117.124548,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2003",121.280735,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2004",121.810545,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2005",118.369879,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2006",118.850264,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2007",121.58171,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2008",116.364225,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2009",109.643459,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2010",112.460232,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2011",109.318664,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2012",105.653832,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2013",101.384367,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2014",98.267535,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2015",99.42453,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2016",101.157395,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2017",101.682752,
"CZE","AIREMISSION","CO2","MLN_TONNE","A","2018",100.771553,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1960",30.951392,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1961",31.938062,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1962",36.032457,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1963",39.669265,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1964",40.211295,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1965",42.733157,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1966",46.202382,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1967",44.98141,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1968",48.575783,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1969",56.196952,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1970",59.489236,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1971",55.421772,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1972",57.404664,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1973",56.252823,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1974",50.01681,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1975",52.645648,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1976",58.309554,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1977",59.935162,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1978",59.55137,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1979",63.078842,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1980",63.060801,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1981",52.871383,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1982",55.048467,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1983",51.689977,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1984",53.285354,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1985",61.031807,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1986",61.596683,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1987",59.815039,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1988",55.990847,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1989",50.176541,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1990",50.983247,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1991",61.203694,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1992",55.32047,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1993",57.702239,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1994",61.616444,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1995",58.385219,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1996",71.637803,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1997",61.886608,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1998",57.966888,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","1999",54.780958,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2000",50.797261,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2001",52.374025,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2002",52.089153,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2003",57.488996,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2004",51.847667,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2005",48.494944,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2006",56.404306,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2007",51.639933,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2008",48.659925,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2009",46.925448,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2010",47.254487,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2011",42.056027,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2012",36.89122,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2013",38.633898,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2014",34.440574,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2015",31.948409,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2016",33.486945,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2017",31.26357,
"DNK","AIREMISSION","CO2","MLN_TONNE","A","2018",31.632752,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1960",14.214168,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1961",14.13122,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1962",15.912172,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1963",18.319294,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1964",20.835966,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1965",23.847492,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1966",26.607531,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1967",27.331737,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1968",30.972852,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1969",36.234273,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1970",40.209671,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1971",39.854757,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1972",43.610247,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1973",47.924706,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1974",44.208844,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1975",44.188917,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1976",50.402788,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1977",50.02907,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1978",54.638502,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1979",54.120236,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1980",54.865628,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1981",45.547032,
"FIN","AIREMISSION","CO2","MLN_TONNE","A","1982",44.086131,
